Highway,County,Freight count location,Day of Date1,Percentage Change
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 3, 2020",-54%
I-405,King,I-405 Bellevue (NE 8th Street),"April 3, 2020",-49%
I-405,King,I-405 at Renton (37th),"April 3, 2020",-44%
I-405,King,I-405 at Tukwila (Longacres),"April 3, 2020",-43%
I-405,King,I-405 at Bothell (Filbert),"April 2, 2020",-45%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 2, 2020",-56%
I-405,King,I-405 Bellevue (NE 8th Street),"April 2, 2020",-52%
I-405,King,I-405 at Renton (37th),"April 2, 2020",-41%
I-405,King,I-405 at Tukwila (Longacres),"April 2, 2020",-50%
I-405,King,I-405 at Bothell (Filbert),"April 1, 2020",-48%
I-405,King,I-405 at Kirkland (NE 132nd Street),"April 1, 2020",-52%
I-405,King,I-405 Bellevue (NE 8th Street),"April 1, 2020",-43%
I-405,King,I-405 at Renton (37th),"April 1, 2020",-36%
I-405,King,I-405 at Tukwila (Longacres),"April 1, 2020",-47%
I-405,King,I-405 at Bothell (Filbert),"March 31, 2020",-45%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 31, 2020",-49%
I-405,King,I-405 Bellevue (NE 8th Street),"March 31, 2020",-44%
I-405,King,I-405 at Renton (37th),"March 31, 2020",-39%
I-405,King,I-405 at Tukwila (Longacres),"March 31, 2020",-54%
I-405,King,I-405 at Bothell (Filbert),"March 30, 2020",-52%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 30, 2020",-56%
I-405,King,I-405 Bellevue (NE 8th Street),"March 30, 2020",-45%
I-405,King,I-405 at Renton (37th),"March 30, 2020",-45%
I-405,King,I-405 at Tukwila (Longacres),"March 30, 2020",-38%
I-405,King,I-405 at Bothell (Filbert),"March 29, 2020",-68%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 29, 2020",-83%
I-405,King,I-405 Bellevue (NE 8th Street),"March 29, 2020",-68%
I-405,King,I-405 at Renton (37th),"March 29, 2020",-64%
I-405,King,I-405 at Tukwila (Longacres),"March 29, 2020",-74%
I-405,King,I-405 at Bothell (Filbert),"March 28, 2020",-60%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 28, 2020",-84%
I-405,King,I-405 Bellevue (NE 8th Street),"March 28, 2020",-83%
I-405,King,I-405 at Renton (37th),"March 28, 2020",-62%
I-405,King,I-405 at Tukwila (Longacres),"March 28, 2020",-70%
I-405,King,I-405 at Bothell (Filbert),"March 27, 2020",-40%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 27, 2020",-48%
I-405,King,I-405 Bellevue (NE 8th Street),"March 27, 2020",-47%
I-405,King,I-405 at Renton (37th),"March 27, 2020",-39%
I-405,King,I-405 at Tukwila (Longacres),"March 27, 2020",-52%
I-405,King,I-405 at Bothell (Filbert),"March 26, 2020",-36%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 26, 2020",-46%
I-405,King,I-405 Bellevue (NE 8th Street),"March 26, 2020",-43%
I-405,King,I-405 at Renton (37th),"March 26, 2020",-33%
I-405,King,I-405 at Tukwila (Longacres),"March 26, 2020",-42%
I-405,King,I-405 at Bothell (Filbert),"March 25, 2020",-30%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 25, 2020",-27%
I-405,King,I-405 Bellevue (NE 8th Street),"March 25, 2020",-22%
I-405,King,I-405 at Renton (37th),"March 25, 2020",-26%
I-405,King,I-405 at Tukwila (Longacres),"March 25, 2020",-35%
I-405,King,I-405 at Bothell (Filbert),"March 24, 2020",-22%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 24, 2020",-24%
I-405,King,I-405 Bellevue (NE 8th Street),"March 24, 2020",-16%
I-405,King,I-405 at Renton (37th),"March 24, 2020",-18%
I-405,King,I-405 at Tukwila (Longacres),"March 24, 2020",-36%
I-405,King,I-405 at Bothell (Filbert),"March 23, 2020",-12%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 23, 2020",-11%
I-405,King,I-405 Bellevue (NE 8th Street),"March 23, 2020",-10%
I-405,King,I-405 at Renton (37th),"March 23, 2020",-12%
I-405,King,I-405 at Tukwila (Longacres),"March 23, 2020",-32%
I-405,King,I-405 at Bothell (Filbert),"March 22, 2020",-38%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 22, 2020",-68%
I-405,King,I-405 Bellevue (NE 8th Street),"March 22, 2020",-61%
I-405,King,I-405 at Renton (37th),"March 22, 2020",-47%
I-405,King,I-405 at Tukwila (Longacres),"March 22, 2020",-53%
I-405,King,I-405 at Bothell (Filbert),"March 21, 2020",-32%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 21, 2020",-60%
I-405,King,I-405 Bellevue (NE 8th Street),"March 21, 2020",-77%
I-405,King,I-405 at Renton (37th),"March 21, 2020",-33%
I-405,King,I-405 at Tukwila (Longacres),"March 21, 2020",-46%
I-405,King,I-405 at Bothell (Filbert),"March 20, 2020",-6%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 20, 2020",-13%
I-405,King,I-405 Bellevue (NE 8th Street),"March 20, 2020",-14%
I-405,King,I-405 at Renton (37th),"March 20, 2020",-17%
I-405,King,I-405 at Tukwila (Longacres),"March 20, 2020",-37%
I-405,King,I-405 at Bothell (Filbert),"March 19, 2020",-20%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 19, 2020",-22%
I-405,King,I-405 Bellevue (NE 8th Street),"March 19, 2020",-22%
I-405,King,I-405 at Renton (37th),"March 19, 2020",-14%
I-405,King,I-405 at Tukwila (Longacres),"March 19, 2020",-30%
I-405,King,I-405 at Bothell (Filbert),"March 18, 2020",-5%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 18, 2020",-23%
I-405,King,I-405 Bellevue (NE 8th Street),"March 18, 2020",-15%
I-405,King,I-405 at Renton (37th),"March 18, 2020",-18%
I-405,King,I-405 at Tukwila (Longacres),"March 18, 2020",-29%
I-405,King,I-405 at Bothell (Filbert),"March 17, 2020",-20%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 17, 2020",-14%
I-405,King,I-405 Bellevue (NE 8th Street),"March 17, 2020",-15%
I-405,King,I-405 at Renton (37th),"March 17, 2020",-14%
I-405,King,I-405 at Tukwila (Longacres),"March 17, 2020",-31%
I-405,King,I-405 at Bothell (Filbert),"March 16, 2020",-9%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 16, 2020",-21%
I-405,King,I-405 Bellevue (NE 8th Street),"March 16, 2020",-9%
I-405,King,I-405 at Renton (37th),"March 16, 2020",-22%
I-405,King,I-405 at Tukwila (Longacres),"March 16, 2020",-19%
I-405,King,I-405 at Bothell (Filbert),"March 15, 2020",-31%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 15, 2020",-63%
I-405,King,I-405 Bellevue (NE 8th Street),"March 15, 2020",-63%
I-405,King,I-405 at Renton (37th),"March 15, 2020",-42%
I-405,King,I-405 at Tukwila (Longacres),"March 15, 2020",-54%
I-405,King,I-405 at Bothell (Filbert),"March 14, 2020",-37%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 14, 2020",-65%
I-405,King,I-405 Bellevue (NE 8th Street),"March 14, 2020",-79%
I-405,King,I-405 at Renton (37th),"March 14, 2020",-36%
I-405,King,I-405 at Tukwila (Longacres),"March 14, 2020",-56%
I-405,King,I-405 at Bothell (Filbert),"March 13, 2020",-26%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 13, 2020",-14%
I-405,King,I-405 Bellevue (NE 8th Street),"March 13, 2020",-25%
I-405,King,I-405 at Renton (37th),"March 13, 2020",-23%
I-405,King,I-405 at Tukwila (Longacres),"March 13, 2020",-35%
I-405,King,I-405 at Bothell (Filbert),"March 12, 2020",-21%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 12, 2020",-9%
I-405,King,I-405 Bellevue (NE 8th Street),"March 12, 2020",-25%
I-405,King,I-405 at Renton (37th),"March 12, 2020",-13%
I-405,King,I-405 at Tukwila (Longacres),"March 12, 2020",-27%
I-405,King,I-405 at Bothell (Filbert),"March 11, 2020",-20%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 11, 2020",-6%
I-405,King,I-405 Bellevue (NE 8th Street),"March 11, 2020",-16%
I-405,King,I-405 at Renton (37th),"March 11, 2020",-23%
I-405,King,I-405 at Tukwila (Longacres),"March 11, 2020",-28%
I-405,King,I-405 at Bothell (Filbert),"March 10, 2020",-7%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 10, 2020",-7%
I-405,King,I-405 Bellevue (NE 8th Street),"March 10, 2020",-13%
I-405,King,I-405 at Renton (37th),"March 10, 2020",-4%
I-405,King,I-405 at Tukwila (Longacres),"March 10, 2020",-22%
I-405,King,I-405 at Bothell (Filbert),"March 9, 2020",-12%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 9, 2020",-13%
I-405,King,I-405 Bellevue (NE 8th Street),"March 9, 2020",-8%
I-405,King,I-405 at Renton (37th),"March 9, 2020",-14%
I-405,King,I-405 at Tukwila (Longacres),"March 9, 2020",-27%
I-405,King,I-405 at Bothell (Filbert),"March 8, 2020",-32%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 8, 2020",-64%
I-405,King,I-405 Bellevue (NE 8th Street),"March 8, 2020",-68%
I-405,King,I-405 at Renton (37th),"March 8, 2020",-16%
I-405,King,I-405 at Tukwila (Longacres),"March 8, 2020",-23%
I-405,King,I-405 at Bothell (Filbert),"March 7, 2020",-20%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 7, 2020",-58%
I-405,King,I-405 Bellevue (NE 8th Street),"March 7, 2020",-77%
I-405,King,I-405 at Renton (37th),"March 7, 2020",-1%
I-405,King,I-405 at Tukwila (Longacres),"March 7, 2020",-36%
I-405,King,I-405 at Bothell (Filbert),"March 6, 2020",-13%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 6, 2020",-20%
I-405,King,I-405 Bellevue (NE 8th Street),"March 6, 2020",-26%
I-405,King,I-405 at Renton (37th),"March 6, 2020",-7%
I-405,King,I-405 at Tukwila (Longacres),"March 6, 2020",-33%
I-405,King,I-405 at Bothell (Filbert),"March 5, 2020",-11%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 5, 2020",-9%
I-405,King,I-405 Bellevue (NE 8th Street),"March 5, 2020",-9%
I-405,King,I-405 at Renton (37th),"March 5, 2020",-9%
I-405,King,I-405 at Tukwila (Longacres),"March 5, 2020",-25%
I-405,King,I-405 at Bothell (Filbert),"March 4, 2020",-12%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 4, 2020",-16%
I-405,King,I-405 Bellevue (NE 8th Street),"March 4, 2020",-8%
I-405,King,I-405 at Renton (37th),"March 4, 2020",-15%
I-405,King,I-405 at Tukwila (Longacres),"March 4, 2020",-33%
I-405,King,I-405 at Bothell (Filbert),"March 3, 2020",-22%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 3, 2020",-28%
I-405,King,I-405 Bellevue (NE 8th Street),"March 3, 2020",-20%
I-405,King,I-405 at Renton (37th),"March 3, 2020",-17%
I-405,King,I-405 at Tukwila (Longacres),"March 3, 2020",-32%
I-405,King,I-405 at Bothell (Filbert),"March 2, 2020",-17%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 2, 2020",-30%
I-405,King,I-405 Bellevue (NE 8th Street),"March 2, 2020",-20%
I-405,King,I-405 at Renton (37th),"March 2, 2020",-25%
I-405,King,I-405 at Tukwila (Longacres),"March 2, 2020",-28%
I-405,King,I-405 at Bothell (Filbert),"March 1, 2020",-41%
I-405,King,I-405 at Kirkland (NE 132nd Street),"March 1, 2020",-62%
I-405,King,I-405 Bellevue (NE 8th Street),"March 1, 2020",-68%
I-405,King,I-405 at Renton (37th),"March 1, 2020",-39%
I-405,King,I-405 at Tukwila (Longacres),"March 1, 2020",-51%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"June 3, 2020",-6%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"June 2, 2020",-4%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"June 1, 2020",-4%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 31, 2020",-19%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 30, 2020",-26%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 29, 2020",-3%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 28, 2020",-7%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 27, 2020",-5%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 26, 2020",-10%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 25, 2020",-13%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 24, 2020",-2%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 23, 2020",-4%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 22, 2020",-3%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 21, 2020",-14%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 20, 2020",-12%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 19, 2020",-9%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 18, 2020",-5%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 17, 2020",-22%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 16, 2020",-26%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 15, 2020",-10%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 14, 2020",-11%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 13, 2020",-15%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 12, 2020",-13%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 11, 2020",-12%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 10, 2020",-28%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 9, 2020",-18%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 8, 2020",-13%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 7, 2020",-15%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 6, 2020",-14%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 5, 2020",-13%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 4, 2020",-15%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 3, 2020",-33%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 2, 2020",-34%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"May 1, 2020",-16%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 30, 2020",-36%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 29, 2020",-22%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 28, 2020",-35%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 27, 2020",-39%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 26, 2020",-31%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 25, 2020",-33%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 24, 2020",-27%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 23, 2020",-26%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 22, 2020",-28%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 21, 2020",-21%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 20, 2020",-23%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 19, 2020",-32%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 18, 2020",-32%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 17, 2020",-21%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 16, 2020",-25%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 15, 2020",-24%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 14, 2020",-26%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 13, 2020",-24%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 12, 2020",-50%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 11, 2020",-39%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 10, 2020",-32%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 9, 2020",-30%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 8, 2020",-30%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 7, 2020",-35%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 6, 2020",-37%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 5, 2020",-50%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 4, 2020",-47%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 3, 2020",-35%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 2, 2020",-37%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"April 1, 2020",-36%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 31, 2020",-36%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 30, 2020",-36%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 29, 2020",-57%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 28, 2020",-57%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 27, 2020",-41%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 26, 2020",-33%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 25, 2020",-24%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 24, 2020",-29%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 23, 2020",-18%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 22, 2020",-31%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 21, 2020",-32%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 20, 2020",-16%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 19, 2020",-16%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 18, 2020",-13%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 17, 2020",-13%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 16, 2020",-6%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 15, 2020",-31%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 14, 2020",-27%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 13, 2020",-16%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 12, 2020",-3%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 11, 2020",12%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 10, 2020",3%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 9, 2020",0%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 8, 2020",-12%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 7, 2020",-8%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 6, 2020",-6%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 5, 2020",-4%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 4, 2020",3%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 3, 2020",-2%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 2, 2020",-6%
SR 512,Pierce,SR 512 at Pacific Ave. (SR 7),"March 1, 2020",-3%
SR 16,Pierce,SR 16 at Tacoma Narrows,"June 3, 2020",-4%
SR 16,Pierce,SR 16 at Tacoma Narrows,"June 2, 2020",-3%
SR 16,Pierce,SR 16 at Tacoma Narrows,"June 1, 2020",
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 31, 2020",-12%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 30, 2020",-20%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 29, 2020",2%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 28, 2020",-1%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 27, 2020",2%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 26, 2020",-2%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 25, 2020",-8%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 24, 2020",-1%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 23, 2020",2%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 22, 2020",0%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 21, 2020",-9%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 20, 2020",-5%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 19, 2020",-5%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 18, 2020",-8%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 17, 2020",-21%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 16, 2020",-22%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 15, 2020",-5%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 14, 2020",-9%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 13, 2020",-12%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 12, 2020",-10%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 11, 2020",-7%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 10, 2020",-8%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 9, 2020",-12%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 8, 2020",-14%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 7, 2020",-16%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 6, 2020",-16%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 5, 2020",-16%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 4, 2020",-20%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 3, 2020",-39%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 2, 2020",-38%
SR 16,Pierce,SR 16 at Tacoma Narrows,"May 1, 2020",-20%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 30, 2020",-40%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 29, 2020",-25%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 28, 2020",-38%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 27, 2020",-46%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 26, 2020",-41%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 25, 2020",-39%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 24, 2020",-29%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 23, 2020",-32%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 22, 2020",-35%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 21, 2020",-32%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 20, 2020",-33%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 19, 2020",-42%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 18, 2020",-44%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 17, 2020",-30%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 16, 2020",-32%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 15, 2020",-31%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 14, 2020",-33%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 13, 2020",-34%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 12, 2020",-48%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 11, 2020",-43%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 10, 2020",-35%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 9, 2020",-37%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 8, 2020",-40%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 7, 2020",-40%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 6, 2020",-38%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 5, 2020",-52%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 4, 2020",-49%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 3, 2020",-41%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 2, 2020",-40%
SR 16,Pierce,SR 16 at Tacoma Narrows,"April 1, 2020",-40%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 31, 2020",-41%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 30, 2020",-39%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 29, 2020",-59%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 28, 2020",-59%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 27, 2020",-43%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 26, 2020",-41%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 25, 2020",-29%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 24, 2020",-23%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 23, 2020",-21%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 22, 2020",-36%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 21, 2020",-29%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 20, 2020",-16%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 19, 2020",-14%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 18, 2020",-14%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 17, 2020",-8%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 16, 2020",-3%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 15, 2020",-12%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 14, 2020",-59%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 13, 2020",0%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 12, 2020",1%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 11, 2020",7%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 10, 2020",0%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 9, 2020",-5%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 8, 2020",-10%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 7, 2020",-13%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 6, 2020",-2%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 5, 2020",-1%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 4, 2020",-3%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 3, 2020",0%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 2, 2020",-1%
SR 16,Pierce,SR 16 at Tacoma Narrows,"March 1, 2020",-3%
SR 410,Pierce,SR 410 at Sumner,"June 3, 2020",-48%
SR 410,Pierce,SR 410 at Sumner,"June 2, 2020",-50%
SR 410,Pierce,SR 410 at Sumner,"June 1, 2020",-46%
SR 410,Pierce,SR 410 at Sumner,"May 31, 2020",-53%
SR 410,Pierce,SR 410 at Sumner,"May 30, 2020",-40%
SR 410,Pierce,SR 410 at Sumner,"May 29, 2020",-43%
SR 410,Pierce,SR 410 at Sumner,"May 28, 2020",-45%
